protein,_pdbx_database_status.recvd_initial_deposition_date ,_entity_src_gen.pdbx_gene_src_scientific_name ,_entity_src_gen.pdbx_gene_src_ncbi_taxonomy_id ,_entity_src_gen.pdbx_host_org_scientific_name ,_entity_src_gen.pdbx_host_org_ncbi_taxonomy_id ,_exptl_crystal.density_Matthews ,_exptl_crystal.density_percent_sol ,_exptl_crystal_grow.pH ,_exptl_crystal_grow.temp ,_diffrn.ambient_temp ,_diffrn_detector.pdbx_collection_date ,_diffrn_radiation_wavelength.wavelength ,_reflns.d_resolution_high ,_reflns.d_resolution_low ,_reflns.pdbx_redundancy ,_refine.ls_d_res_high ,_refine.ls_d_res_low ,_refine.ls_R_factor_obs ,_refine.ls_R_factor_R_free ,_refine.ls_R_factor_R_work ,_refine.pdbx_ls_cross_valid_method ,_refine.pdbx_method_to_determine_struct ,_refine.pdbx_solvent_vdw_probe_radii ,_refine.pdbx_solvent_shrinkage_radii ,_refine_hist.d_res_high ,_refine_hist.d_res_low ,_refine_hist.pdbx_number_atoms_protein ,_refine_hist.pdbx_number_atoms_ligand ,_refine_hist.number_atoms_solvent 
3qlj,2011-02-02,'MYCOBACTERIUM AVIUM',243243,'ESCHERICHIA COLI',562,2.32,46.96,4.6,289,100,2011-01-23,0.97946,1.800,50,4.6,1.80,50.00,0.16164,0.19405,0.15993,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.80,50.00,12121,45,1273
1vpr,2004-11-15,'LINGULODINIUM POLYEDRUM',160621,'ESCHERICHIA COLI',562,2.2,42,8.0,287,100,2002-04-25,,1.7,55,4.0,1.8,28.6,0.199,0.23,0.199,,MAD,,,1.8,28.6,2660,0,252
4lqz,2013-07-19,'STAPHYLOCOCCUS AUREUS SUBSP. AUREUS',158878,'ESCHERICHIA COLI',562,1.94,36.75,4.2,293,100,2013-06-06,,1.92,42.675,3.68,1.9200,42.675,0.1967,0.2360,0.1946,THROUGHOUT,MAD,,,1.9200,42.675,1060,6,82
3rlo,2011-04-19,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.40,48.67,6.0,298,298,2010-11-22,1.0333,1.80,50,3.7,1.80,30,0.1691,0.1921,0.1679,,'MOLECULAR REPLACEMENT',1.11,0.90,1.80,30,1552,39,172
3hty,2009-06-12,'BACTEROIDES THETAIOTAOMICRON VPI-5482',226186,'ESCHERICHIA COLI',562,2.50,50.74,5.0,277,100,2008-10-12,,1.95,29.735,5.6,1.950,29.735,0.168,0.206,0.166,THROUGHOUT,MAD,1.200,0.800,1.950,29.735,11096,335,1458
3gp6,2009-03-20,'ESCHERICHIA COLI',83333,'ESCHERICHIA COLI',562,2.65,53.55,5.6,291,100.0,2007-01-01,0.98,1.40,20.0,8.2,1.40,20.00,0.17259,0.20817,0.17147,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.40,20.00,1258,209,56
2osa,2007-02-05,'HOMO SAPIENS',9606,'ESCHERICHIA COLI BL21(DE3)',469008,2.51,51.02,7.0,298.0,100,2006-08-24,1.54178,1.80,18.43,3.5,1.80,18.43,0.18978,0.25131,0.18671,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.80,18.43,1582,0,153
5a1h,2015-04-30,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.48,50.4,9,,287,2015-02-28,0.9763,2.00,2.11,7.6,2.00,26.14,0.17358,0.21244,0.17164,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,2.00,26.14,5911,0,599
3pid,2010-11-06,'KLEBSIELLA PNEUMONIAE',484021,'ESCHERICHIA COLI',562,2.55,51.78,8.0,277,100,2006-12-13,1.0000,1.4,30,7.2,1.4,30,0.1692,0.1878,0.1682,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.4,30,3078,0,751
3b40,2007-10-23,'PSEUDOMONAS AERUGINOSA',287,'ESCHERICHIA COLI BL21(DE3)',469008,2.87,57.10,7.0,294,100,2007-10-20,0.97958,2.000,24.52,12.100,2.000,20.000,0.194,0.233,0.192,THROUGHOUT,SAD,1.200,0.800,2.000,20.000,3126,5,376
2v0u,2007-05-18,'AVENA SATIVA',4498,'ESCHERICHIA COLI',469008,2.08,40.96,,,105,,0.9,1.40,50.00,6.7,1.40,24.34,0.167,0.197,0.165,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.40,24.34,1186,67,173
4rm6,2014-10-20,'HAEMOPHILUS INFLUENZAE RD KW20',71421,'ESCHERICHIA COLI',511693,2.35,47.71,7.5,291,100,2013-11-09,0.97918,1.55,30,,1.60,23.39,0.1892,0.2106,0.1880,THROUGHOUT,MIR,,,1.60,23.39,6026,0,737
3r0v,2011-03-09,'SPHAEROBACTER THERMOPHILUS',479434,'ESCHERICHIA COLI',469008,1.90,35.26,7.5,289,100,2010-11-29,0.97918,1.38,38,6.2,1.383,37.076,0.1645,0.1851,0.1634,,SAD,0.90,0.61,1.383,37.076,1897,24,299
1uz3,2004-03-03,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,1.9,29.3,6.50,,100.0,2002-12-09,0.979,1.100,19.490,3.900,1.10,10.00,0.1509,0.1992,,'FREE R','DIRECT METHODS',,,1.10,10.00,1563,0,358
3ozu,2010-09-27,'RALSTONIA EUTROPHA',381666,'ESCHERICHIA COLI',511693,3.24,61.99,8.5,277,100,2007-12-13,0.9918,2.000,30.000,3.100,2.00,30.00,0.188,0.233,0.185,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,2.00,30.00,3157,126,336
5u75,2016-12-11,'STAPHYLOCOCCUS AUREUS',1280,'ESCHERICHIA COLI BL21(DE3)',469008,3.37,63.51,7.5,296,110,2013-07-27,1.54180,1.66,18.85,15.60,1.66,18.00,0.1866,0.2143,0.1851,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.8000,1.66,18.00,1147,56,147
4bzx,2013-07-30,'MYCOBACTERIUM TUBERCULOSIS',1773,'ESCHERICHIA COLI',469008,2.06,40.23,,,100,2011-04-11,0.97930,1.70,49.74,4.3,1.70,52.26,0.17619,0.21599,0.17415,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.70,52.26,2678,203,173
2e3h,2006-11-26,'HOMO SAPIENS',9606,'ESCHERICHIA COLI BL21',511693,2.58,52.24,7.5,293,100,2004-02-08,0.9,1.45,50.0,,1.45,47.67,0.19281,0.21483,0.19168,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.45,47.67,651,0,119
4jcc,2013-02-21,'STREPTOCOCCUS PNEUMONIAE',637987,'ESCHERICHIA COLI',469008,2.14,42.43,4.6,298,100,2012-02-09,0.97856,1.13,31.52,5.6,1.133,31.52,0.1459,0.1691,0.1447,THROUGHOUT,'MOLECULAR REPLACEMENT',1.11,0.90,1.133,31.52,2171,20,491
1lmi,2002-05-01,'MYCOBACTERIUM TUBERCULOSIS',1773,'ESCHERICHIA COLI K12',83333,1.65,25.6,7.0,298,190,2000-10-10,0.9792,1.50,37.35,18,1.50,10.00,0.1981,0.2524,0.197,'FREE R','AB INITIO',,,1.50,10.00,967,0,172
3itf,2009-08-28,'ESCHERICHIA COLI STR. K-12 SUBSTR.',511145,'ESCHERICHIA COLI',562,2.15,42.87,7.0,295,100,2007-11-29,,1.45,53.22,5.7,1.45,53.22,0.169,0.189,0.168,THROUGHOUT,MAD,1.20,0.80,1.45,53.22,1844,0,348
3nzl,2010-07-16,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,1.57,21.60,7.5,277,100,2010-06-30,0.97908,1.199,30.000,4.500,1.199,22.631,0.1505,0.1770,0.1477,,SAD,0.40,0.17,1.199,22.631,591,0,146
4awn,2012-06-04,'HOMO SAPIENS',9606,'CRICETULUS GRISEUS',10029,2.03,39.5,,,120,2008-04-25,0.98,1.95,48.22,7.48,1.950,50.125,0.169,0.2185,0.1662,THROUGHOUT,'MOLECULAR REPLACEMENT',1.200,0.8,1.950,50.125,2065,64,208
5c6s,2015-06-23,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.06,40.36,7.5,293,100,2015-01-23,0.9795,1.300,50.000,12.500,1.3000,41.9200,0.1944,0.2174,0.1937,THROUGHOUT,,1.2000,0.8000,1.3000,41.9200,1006,34,180
1uai,2003-03-11,,,,,2.00,38.42,6.5,293,100,,0.8,1.2,35,5.0,1.20,34.44,0.17,0.19,0.17,THROUGHOUT,MAD,,,1.20,34.44,1709,0,346
3tc3,2011-08-08,'SULFOLOBUS ACIDOCALDARIUS',330779,'ESCHERICHIA COLI',562,2.20,43.99,7.0,298,100,2011-06-29,0.9393,1.50,46.05,3.4,1.50,46.05,0.17910,0.21395,0.17728,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.50,46.05,4666,2,577
5u2l,2016-11-30,'CANDIDA ALBICANS (STRAIN SC5314 / ATCC MYA-2876)',237561,'ESCHERICHIA COLI',469008,2.58,52.29,,298.15,100,2016-02-20,1,1.6555,35.974,16.1,1.6555,35.974,0.1720,0.2033,0.1704,'FREE R-VALUE',MAD,1.11,0.90,1.54,35.974,1206,0,237
2wao,2009-02-10,'CLOSTRIDIUM THERMOCELLUM',1515,'ESCHERICHIA COLI',511693,2.32,46.93,,,100,2005-12-02,0.97570,1.80,67.60,4.0,1.80,40.72,0.146,0.191,0.144,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.80,40.72,2522,89,430
3fss,2009-01-11,'SACCHAROMYCES CEREVISIAE',4932,'ESCHERICHIA COLI',469008,2.30,46.44,6.5,288,100,2008-10-17,0.98089,1.432,29.508,3.8,1.432,29.508,0.1818,0.2102,0.1803,,SAD,1.11,0.90,1.432,29.508,1795,25,378
5go5,2016-07-26,,227882,'ESCHERICHIA COLI',562,2.30,46.55,3.75,293,100,2014-11-05,0.95372,1.65,42.92,9.3,1.65,42.92,0.16272,0.19078,0.16124,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.20,0.80,1.65,42.92,1197,15,154
1wde,2004-05-13,'AEROPYRUM PERNIX',56636,'ESCHERICHIA COLI',562,2.0,39.1,8.0,293,100,2004-04-16,,2.0,50,7.697,2.00,30.53,0.199,0.244,0.199,THROUGHOUT,MAD,,,2.00,30.53,2174,0,116
1j5x,2002-07-05,'THERMOTOGA MARITIMA',2336,'ESCHERICHIA COLI',562,2.51,50.60,8.00,293,100.0,2001-12-11,,1.700,45.054,18.300,1.80,20.00,0.192,0.231,0.192,THROUGHOUT,MAD,,,1.80,20.00,2517,0,294
5vsc,2017-05-11,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.55,51.72,7.5,290,100,2017-03-28,0.9792,1.400,73.050,6.500,1.4000,39.0480,0.1658,0.1817,0.1649,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.1100,0.9000,1.4000,39.0480,4357,116,415
4h5i,2012-09-18,'SACCHAROMYCES CEREVISIAE',4932,'ESCHERICHIA COLI',469008,2.09,41.02,8.0,298,100,2012-04-01,1.075,1.350,50.0,3.8,1.360,42.359,0.1795,0.1971,0.1786,,'MOLECULAR REPLACEMENT',1.1100,0.9000,1.360,42.359,5249,4,428
4m5b,2013-08-08,'THERMOANAEROBACTER TENGCONGENSIS',273068,'ESCHERICHIA COLI',562,4.41,72.10,9.5,291.15,100,2012-10-05,0.979,1.83,30,,1.833,28.410,0.1842,0.2015,0.1833,,SAD,1.11,0.90,1.833,28.410,1562,182,87
3n4j,2010-05-21,'YERSINIA PESTIS',214092,'ESCHERICHIA COLI',469008,2.21,44.34,8.5,289,100,2010-03-08,0.9792,1.470,34.5,17.200,1.470,34.500,0.145,0.186,0.143,THROUGHOUT,'MOLECULAR REPLACEMENT',1.400,0.800,1.470,34.500,1273,10,144
5jxg,2016-05-13,'HOMO SAPIENS',9606,'HOMO SAPIENS',9606,3.73,67.05,,293.15,100,2014-11-25,0.918409,1.8,46.1,4.9,1.800,46.057,0.1550,0.1733,0.1540,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.800,46.057,3608,12,643
3lhi,2010-01-22,'NEISSERIA GONORRHOEAE',242231,'ESCHERICHIA COLI',562,2.45,49.87,6.2,277,100,2009-11-06,,1.33,27.382,,1.330,27.382,0.133,0.161,0.132,THROUGHOUT,MAD,1.400,0.800,1.330,27.382,1884,8,394
2fi1,2005-12-27,'STREPTOCOCCUS PNEUMONIAE',170187,'ESCHERICHIA COLI BL21',511693,3.11,60.46,6.5,287,100,2002-11-11,0.9798,1.4,59,3.6,1.40,59.0,0.1578,0.16992,0.15714,THROUGHOUT,SAD,1.20,0.80,1.40,59.0,1494,1,450
1ywf,2005-02-17,'MYCOBACTERIUM TUBERCULOSIS',1773,'ESCHERICHIA COLI BL21',511693,2.63,56.4,5.5,277,93,2004-11-06,,1.7,79,,1.71,79,0.17755,0.21361,0.17567,THROUGHOUT,MAD,1.40,0.80,1.71,79,1858,5,264
1u7p,2004-08-04,'MUS MUSCULUS',10090,'ESCHERICHIA COLI',562,2.0,39.5,8.00,291,100.0,2003-09-19,1.5418,1.850,76.580,3.300,1.90,76.58,0.19,0.236,0.19,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.90,76.58,5212,14,416
3elb,2008-09-22,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.46,49.93,7.5,293,100,2008-08-21,,2.0,50,10.3,2.00,19.74,0.19805,0.24195,0.19570,THROUGHOUT,SAD,1.20,0.80,2.00,19.74,2410,27,192
5dgj,2015-08-27,'NORWALK VIRUS',524364,'ESCHERICHIA COLI',511693,1.94,36.59,6.5,293,100,2015-04-09,1.0000,1.000,34.210,3.200,1.0000,32.2020,0.1432,0.1544,0.1427,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.1100,0.9000,1.0000,32.2020,1240,34,132
5xb0,2017-03-15,'[PSEUDOMONAS SYRINGAE] PV. TOMATO STR. DC3000',223283,'ESCHERICHIA COLI BL21(DE3)',469008,2.11,41.66,7.3,291,100,2009-08-20,1.5418,1.6,41.17,11.8,1.600,26.535,0.1711,0.1975,0.1681,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.600,26.535,1007,10,172
4xpq,2015-01-17,'PEDOBACTER SALTANS',151895,'ESCHERICHIA COLI BL21(DE3)',469008,2.20,44.18,8.5,293,100,2014-06-20,1.0,1.85,50,12.7,1.85,40.02,0.14203,0.16829,0.14061,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.85,40.02,5368,61,575
1hdo,2000-11-16,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.4,40.0,6.50,,100.0,1999-11-15,0.9793,1.150,29.700,5.700,1.15,20,0.124,0.158,,THROUGHOUT,SIRAS,,,1.15,20,1544,48,359
3og2,2010-08-16,,,,,2.84,56.64,6.0,298,100,2008-04-26,0.97926,1.2,20.0,,1.20,20.00,0.1392,0.1709,0.1390,'FREE R','MOLECULAR REPLACEMENT',,,1.20,20.00,7622,289,993
4asc,2012-04-30,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,2.52,51.31,,,100,2012-03-18,0.9173,1.78,39.89,6.2,1.78,52.51,0.18053,0.22623,0.17815,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.78,52.51,2371,8,227
3i45,2009-07-01,'RHODOSPIRILLUM RUBRUM',269796,'ESCHERICHIA COLI BL21(DE3)',469008,2.22,44.48,7.5,298,100,2009-06-18,0.9791,1.360,50.000,2.100,1.360,20.000,0.159,0.174,0.158,THROUGHOUT,SAD,1.400,0.800,1.360,20.000,2924,9,436
3v5a,2011-12-16,,,,,2.62,53.00,6.5,298,77,2011-11-09,0.97,1.44,50.0,,1.44,31.83,0.16299,0.19135,0.16145,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.44,31.83,2604,94,468
3t7l,2011-07-30,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,1.73,28.90,7.5,277.15,100.0,2011-07-28,0.9611,1.09,28.64,5.2,1.09,22.01,0.14244,0.15423,0.14182,THROUGHOUT,SAD,1.20,0.80,1.09,22.01,581,6,86
4p0m,2014-02-21,'MYCOBACTERIUM TUBERCULOSIS',1773,'ESCHERICHIA COLI',469008,2.20,43.50,5.6,295,100.0,2005-03-05,0.97964,2.0,50,14.9,2.00,43.131,0.1739,0.1987,0.1726,,,1.11,0.90,2.00,43.131,1913,0,150
4lv5,2013-07-25,,,,,2.43,49.39,7.0,291,100,2012-07-17,0.97945,1.700,39.33,,1.7000,39.3280,0.1941,0.2277,0.1923,,'MOLECULAR REPLACEMENT',1.1100,0.9000,1.7000,39.3280,5953,83,483
3cnr,2008-03-26,'XANTHOMONAS AXONOPODIS PV. CITRI',92829,'ESCHERICHIA COLI',562,1.9,33.8,8.0,291,100,2007-11-01,,1.85,40,10.7,1.90,35.00,0.19285,0.24345,0.19027,THROUGHOUT,MAD,1.20,0.80,1.90,35.00,1433,0,119
1k1b,2001-09-24,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,1.80,31.57,6.0,293,100,2000-10-28,0.934,1.9,40,3.41,1.9,20.00,0.1787000,0.2167300,0.1767200,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.9,20.00,1717,0,198
2wlu,2009-06-26,'STREPTOCOCCUS PYOGENES',1314,'ESCHERICHIA COLI',562,3.2,61,7,,100,2009-02-13,0.8132,1.93,43.00,7.3,1.94,43,0.14663,0.16394,0.14565,THROUGHOUT,OTHER,1.20,0.80,1.94,43,1283,20,223
4qrk,2014-07-01,'CLOSTRIDIUM SPOROGENES ATCC 15579',471871,'ESCHERICHIA COLI',562,3.43,64.15,6.5,293,100,2014-05-08,,1.95,62.656,4.700,1.9500,62.656,0.1668,0.2064,0.1647,,MAD,1.1100,0.9000,1.9500,62.656,1628,5,158
4rd4,2014-09-18,'SULFOLOBUS SOLFATARICUS',273057,'ESCHERICHIA COLI',511693,2.21,44.37,7.5,277,100,2013-12-04,0.979180,1.21,46.44,3.45,1.300,46.441,0.1684,0.1972,0.1669,THROUGHOUT,'MOLECULAR REPLACEMENT',1.11,0.90,1.300,46.441,3213,73,419
2d81,2005-11-30,'PENICILLIUM FUNICULOSUM',28572,'PICHIA PASTORIS',4922,1.91,35.64,4.5,294,90,2005-07-12,1.0000,1.66,40.84,,1.66,40.84,0.176,0.203,0.176,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.66,40.84,2356,33,237
5vg3,2017-04-10,'BACILLUS SUBTILIS',1423,'ESCHERICHIA COLI',562,2.26,45.55,4.6,298,100,2015-07-08,0.9786,1.451,35.21,4.0,1.451,35.21,0.1551,0.1767,0.1540,'FREE R-VALUE',,1.11,0.90,1.451,35.21,9064,96,1211
3m73,2010-03-16,'HAEMOPHILUS INFLUENZAE',727,'ESCHERICHIA COLI',469008,3.40,63.77,9.3,298,100,2009-11-01,0.979,1.150,20.000,8.500,1.15,20.00,0.142,0.155,0.141,THROUGHOUT,'FOURIER SYNTHESIS',1.40,0.80,1.15,20.00,2480,80,279
2hsb,2006-07-21,'ARCHAEOGLOBUS FULGIDUS',2234,'ESCHERICHIA COLI',562,2.32,46.47,7.00,277,100.0,2006-06-17,,1.900,29.336,7.000,1.95,29.34,0.186,0.21,0.184,THROUGHOUT,MAD,1.20,0.80,1.95,29.34,1020,64,47
4irl,2013-01-15,,,,,2.33,47.12,6.0,298,,2012-11-20,0.97,1.447,50,12.90,1.470,29.434,0.1899,0.2239,0.1881,,'MOLECULAR REPLACEMENT',1.11,0.90,1.470,29.434,10716,199,1922
4rwu,2014-12-05,'SACCHAROMYCES CEREVISIAE S288C',559292,'ESCHERICHIA COLI',469008,2.28,46.02,7.0,289,100,2006-10-10,0.9792,1.250,26.2,6.100,1.2500,26.2,0.1234,0.1494,0.1220,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.8000,1.2500,26.2,643,0,146
1ds1,2000-01-06,'STREPTOMYCES CLAVULIGERUS',1901,'ESCHERICHIA COLI',562,2.21,44.45,,293,,,0.87,1.08,20,6.34,1.08,8.0,,0.1660000,0.1350000,,,,,1.08,8.0,2481,41,403
1q92,2003-08-22,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.63,52.95,5.3,298,100,2001-12-01,0.933,1.4,30,,1.40,25.32,0.13503,0.16454,0.13337,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.40,25.32,1602,26,326
3rlk,2011-04-19,'ENTEROBACTERIA PHAGE QBETA',39803,'ESCHERICHIA COLI',562,1.93,36.29,8.5,298,100,2009-03-05,0.976180,1.760,38.930,3.400,1.7600,38.9300,0.1768,0.2418,0.1736,THROUGHOUT,MIRAS,1.4000,0.8000,1.7600,38.9300,1463,13,155
4i1h,2012-11-20,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.65,53.58,6.5,283.0,100,2012-11-02,1.5418,2.0,16.971,6.1,2.00,16.971,0.18239,0.21537,0.18068,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,2.00,16.971,2399,8,263
3ch0,2008-03-06,'CYTOPHAGA HUTCHINSONII ATCC 33406',269798,'ESCHERICHIA COLI',562,2.77,55.61,5.0,293,100,2008-02-04,,1.50,29.553,3.900,1.500,29.553,0.160,0.189,0.158,THROUGHOUT,MAD,1.200,0.800,1.500,29.553,2148,83,400
4oxw,2014-02-07,'SYNTHETIC CONSTRUCT',32630,'ESCHERICHIA COLI',562,2.23,44.41,.,295,100,2013-11-25,0.978,1.73,39.893,12.2,1.73,39.89,0.19426,0.21861,0.19298,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.73,39.89,895,10,67
4c5k,2013-09-12,'STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU50',158878,'ESCHERICHIA COLI',562,2.20,45,,,100,2013-07-18,1.0,1.40,48.78,8.9,1.40,48.78,0.12983,0.16519,0.12794,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.40,48.78,8259,173,924
4xin,2015-01-07,'MYCOBACTERIUM AVIUM (STRAIN 104)',243243,'ESCHERICHIA COLI',562,,,5.50,289,,,,1.500,50,2.9,1.5000,31.3910,0.1617,0.1946,0.1601,'FREE R-VALUE',SAD,1.1100,0.9000,1.5000,31.3910,1629,1,185
2cb9,2006-01-03,'BACILLUS SUBTILIS',1423,'ESCHERICHIA COLI',562,2.6,53,5.60,,100.0,2003-09-01,1.5418,1.800,24.000,7.800,1.80,24.35,0.152,0.188,0.150,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.80,24.35,1675,4,353
4wxw,2014-11-14,'PSEUDOMONAS AERUGINOSA PAO1',208964,'ESCHERICHIA COLI BL21(DE3)',469008,1.69,27.2,8.5,293.15,100,2010-09-20,0.979,1.8,50.00,6.9,1.8,27.295,0.1863,0.2170,0.1848,'FREE R-VALUE',,1.11,0.90,1.8,27.295,1293,1,93
6b8f,2017-10-07,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,3.03,59.38,,293,100,2017-04-01,0.97946,1.06,63.65,14.0,1.060,45.010,0.0916,0.1026,0.0910,,,1.11,0.90,1.060,45.010,1406,13,340
5xm3,2017-05-12,,,,,2.12,41.89,6.5,293,100,2009-11-21,1.00000,1.7,50,5.3,1.701,34.724,0.1526,0.1814,0.1511,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.701,34.724,10376,50,977
5eyn,2015-11-25,'VIBRIO CHOLERAE SEROTYPE O1 (STRAIN ATCC 39541 / CLASSICAL OGAWA 395 / O395)',345073,'ESCHERICHIA COLI BL21(DE3)',469008,2.1,40,6.0,293,100,2013-12-16,0.97,1.289,32.150,3.9,1.289,32.150,0.1425,0.1689,0.1411,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.289,32.150,2325,45,379
3pe6,2010-10-25,'HOMO SAPIENS',9606,'SPODOPTERA FRUGIPERDA',7108,2.75,55.23,6.0,295,100,2007-12-03,1.0,1.3,50,2.2,1.350,30.420,0.1148,0.1466,0.1140,THROUGHOUT,'MOLECULAR REPLACEMENT',1.11,0.90,1.350,30.420,2238,33,360
1w2w,2004-07-09,,,,,2.2,43.5,,,110.0,,0.9879,1.750,40.000,4.000,1.75,30.00,0.174,0.198,0.174,THROUGHOUT,MAD,1.40,0.80,1.75,30.00,12408,20,922
4mzc,2013-09-30,'PLASMODIUM FALCIPARUM',36329,'ESCHERICHIA COLI',1007065,2.20,44.16,7.5,293,100,2012-11-21,0.72932,0.949,50,21.0,0.949,23.985,0.1042,0.1109,0.1039,,'MOLECULAR REPLACEMENT',1.1100,0.9000,0.949,23.985,832,21,164
4m37,2013-08-06,'TRYPANOSOMA BRUCEI BRUCEI',999953,'ESCHERICHIA COLI',562,2.34,47.44,6.5,293,100,,0.9792,1.70,50.00,,1.70,37.80,0.14943,0.18254,0.14767,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.70,37.80,2666,26,246
4ld6,2013-06-24,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,1.94,36.59,7.5,291,,,,1.7,50,11.6,1.700,28.29,0.1694,0.1947,0.1679,THROUGHOUT,SAD,1.2000,0.8000,1.700,28.29,933,12,130
1sfs,2004-02-20,'GEOBACILLUS STEAROTHERMOPHILUS',1422,'ESCHERICHIA COLI BL21(DE3)',469008,1.99,38.19,4.6,295,100,2003-06-27,1.00000,1.07,15.0,8.53,1.07,15.00,,0.1352,0.1016,'FREE R',SIRAS,,,1.07,15.00,2041,5,432
4ix3,2013-01-24,MICROMONAS,296587,'ESCHERICHIA COLI',562,2.34,47.40,7.5,291,100,2011-09-22,0.97939,1.35,50.0,4.0,1.35,33.28,0.13511,0.17392,0.13303,THROUGHOUT,SAD,1.20,0.80,1.35,33.28,5246,4,876
2qtf,2007-08-02,'SULFOLOBUS SOLFATARICUS P2',,'ESCHERICHIA COLI',,2.79,55.91,7.5,290,100,2005-10-20,1.5418,2.0,50,13.8,2.000,28.360,0.186,0.231,0.186,THROUGHOUT,SAD,1.200,0.800,2.000,28.360,2505,21,169
1dw1,2000-01-24,,,,,3.53,65.14,7.0,298,277,1998-05-01,0.97,1.9,20.0,4.9,1.9,20.0,,0.198,0.171,THROUGHOUT,,,,1.9,20.0,2396,137,314
2x26,2010-01-11,'ESCHERICHIA COLI',83333,'ESCHERICHIA COLI',469008,2.18,43.72,7.5,,100,2009-09-16,0.9763,1.75,71.20,3.4,1.75,79.62,0.18784,0.22538,0.18585,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.75,79.62,4628,12,426
3d0j,2008-05-01,'CLOSTRIDIUM ACETOBUTYLICUM ATCC 824',272562,'ESCHERICHIA COLI',,2.72,54.83,4.6,289,100,2008-04-23,0.97920,1.53,45.79,13.8,1.53,45.79,0.166,0.184,0.165,THROUGHOUT,SAD,1.20,0.80,1.53,45.79,1133,18,187
2dxa,2006-08-25,'ESCHERICHIA COLI',562,,,2.07,40.69,8.0,293,100,2006-04-07,1.5418,1.58,32.97,6.6,1.58,32.97,0.18,0.215,0.18,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.58,32.97,1225,1,283
1atg,1997-08-14,,,,,2.54,51,4.0,291,100,1996-09,0.9116,1.200,100.000,3.7,1.2,40,,0.1830000,0.1644000,THROUGHOUT,'SINGLE ISOMORPHOUS REPLACEMENT WITH ANOMALOUS SCATTERING',,,1.2,40,1721,22,355
3p42,2010-10-05,'ESCHERICHIA COLI O127:H6',574521,'ESCHERICHIA COLI',469008,2.26,45.56,6.5,277.15,100,2010-02-06,0.9793,1.77,49,6.8,1.9100,34.4940,0.1752,0.2168,0.1729,,SAD,0.7000,0.5300,1.9100,34.4940,7080,15,693
